"REF_DATE","GEO","DGUID","Level of study","Type of debt source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836127","10.3.2.5","15700","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836128","10.3.3.1","15","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836129","10.3.3.2","13","E","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88836130","10.3.3.3","10900","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836131","10.3.3.4","51","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836132","10.3.3.5","10700","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836133","10.4.1.1","34","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836134","10.4.1.2","32","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88836135","10.4.1.3","22600","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836136","10.4.1.4","37","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836137","10.4.1.5","19500","E","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836138","10.4.2.1","22","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836139","10.4.2.2","36","E","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88836140","10.4.2.3","21900","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836141","10.4.2.4","29","E","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836142","10.4.2.5","16500","E","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836143","10.4.3.1","19","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836144","10.4.3.2","24","E","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88836145","10.4.3.3","14900","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836146","10.4.3.4","37","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836147","10.4.3.5","13500","E","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836148","11.1.1.1","45","","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836149","11.1.1.2","12","","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88836150","11.1.1.3","11800","","","","0"
